dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,209.207482,237.415183,153.240192,108.805337,-64.577397,0.000000,0.238720
0.020000,211.314203,237.906067,155.403383,107.513789,-64.577397,-0.000000,0.218619
0.020000,213.405701,238.346235,157.540744,106.222241,-64.577397,0.000000,0.195734
0.020000,215.481844,238.730863,159.652273,104.930693,-64.577397,0.000000,0.170139
0.020000,217.542057,239.055475,161.737971,103.639145,-64.577397,-0.000000,0.141932
0.020000,219.585301,239.316000,163.797839,102.347597,-64.577397,0.000000,0.111246
0.020000,221.610080,239.508865,165.831875,101.056049,-64.577397,-0.000000,0.078247
0.020000,223.614459,239.631085,167.840081,99.764502,-64.577397,0.000000,0.043150
0.020000,225.596107,239.680365,169.822455,98.472954,-64.577397,0.000000,0.006212
0.020000,227.552367,239.655186,171.778999,97.181406,-64.577397,0.000000,6.250918
0.020000,229.480346,239.554881,173.709712,95.889858,-64.577397,-0.000000,6.211235
0.020000,231.377021,239.379682,175.614593,94.598310,-64.577397,0.000000,6.170715
0.020000,233.239373,239.130724,177.493644,93.306762,-64.577397,0.000000,6.129734
0.020000,235.064500,238.810014,179.346864,92.015214,-64.577397,-0.000000,6.088672
0.020000,236.849728,238.420362,181.174253,90.723666,-64.577397,0.000000,6.047890
0.020000,238.592734,237.965266,182.975810,89.432118,-64.577397,0.000000,6.007719
0.020000,240.291572,237.448790,184.751537,88.140570,-64.577397,-0.000000,5.968452
0.020000,241.944746,236.875413,186.501433,86.849022,-64.577397,0.000000,5.930331
0.020000,243.551230,236.249879,188.225498,85.557474,-64.577397,-0.000000,5.893547
0.020000,245.110403,235.577078,189.923732,84.265926,-64.577397,0.000000,5.858244
0.020000,246.583395,234.900807,191.596135,82.974378,-64.577397,0.000000,5.862789
0.020000,248.095925,234.250205,193.242707,81.682831,-64.577397,-0.000000,5.890232
0.020000,249.600045,233.646614,194.863449,80.391283,-64.577397,0.000000,5.912076
0.020000,251.091391,233.081310,196.458359,79.099735,-64.577397,0.000000,5.928903
0.020000,252.566517,232.546538,198.027438,77.808187,-64.577397,0.000000,5.941201
0.020000,254.022658,232.035405,199.570686,76.516639,-64.577397,-0.000000,5.949369
0.020000,255.457539,231.541777,201.088103,75.225091,-64.577397,0.000000,5.953727
0.020000,256.869236,231.060173,202.579690,73.933543,-64.577397,0.000000,5.954527
0.020000,258.256063,230.585671,204.045445,72.641995,-64.577397,-0.000000,5.951960
0.020000,259.616485,230.113835,205.485370,71.350447,-64.577397,0.000000,5.946167
0.020000,260.949053,229.640645,206.899463,70.058899,-64.577397,-0.000000,5.937246
0.020000,262.252349,229.162450,208.287726,68.767351,-64.577397,0.000000,5.925258
0.020000,263.524939,228.675930,209.650157,67.475803,-64.577397,0.000000,5.910239
0.020000,264.765339,228.178075,210.986758,66.184255,-64.577397,-0.000000,5.892204
0.020000,265.971993,227.666173,212.297527,64.892707,-64.577397,0.000000,5.871154
0.020000,267.143242,227.137817,213.582466,63.601159,-64.577397,0.000000,5.847089
0.020000,268.277331,226.590915,214.841574,62.309612,-64.577397,-0.000000,5.820013
0.020000,269.372390,226.023729,216.074850,61.018064,-64.577397,0.000000,5.789949
0.020000,270.426467,225.434904,217.282296,59.726516,-64.577397,-0.000000,5.756952
0.020000,271.437544,224.823524,218.463911,58.434968,-64.577397,0.000000,5.721117
0.020000,272.403595,224.189160,219.619695,57.143420,-64.577397,0.000000,5.682597
0.020000,273.322642,223.531920,220.749648,55.851872,-64.577397,-0.000000,5.641610
0.020000,274.192852,222.852486,221.853770,54.560324,-64.577397,0.000000,5.598448
0.020000,275.012622,222.152135,222.932061,53.268776,-64.577397,0.000000,5.553476
0.020000,275.780690,221.432730,223.984521,51.977228,-64.577397,-0.000000,5.507126
0.020000,276.496228,220.696677,225.011150,50.685680,-64.577397,0.000000,5.459881
0.020000,277.158925,219.946852,226.011948,49.394132,-64.577397,0.000000,5.412258
0.020000,277.769034,219.186490,226.986915,48.102584,-64.577397,-0.000000,5.364774
0.020000,278.327388,218.419072,227.936051,46.811036,-64.577397,0.000000,5.317924
0.020000,278.835383,217.648173,228.859357,45.519488,-64.577397,0.000000,5.272157
0.020000,279.294909,216.877356,229.756831,44.227941,-64.577397,-0.000000,5.227854
0.020000,279.708281,216.110040,230.628474,42.936393,-64.577397,0.000000,5.185320
0.020000,280.078126,215.349441,231.474287,41.644845,-64.577397,0.000000,5.144780
0.020000,280.407297,214.598483,232.294268,40.353297,-64.577397,-0.000000,5.106383
0.020000,280.698757,213.859806,233.088419,39.061749,-64.577397,0.000000,5.070207
0.020000,280.955522,213.135695,233.856738,37.770201,-64.577397,0.000000,5.036276
0.020000,281.180559,212.428164,234.599227,36.478653,-64.577397,-0.000000,5.004567
0.020000,281.376754,211.738920,235.315884,35.187105,-64.577397,0.000000,4.975023
0.020000,281.546872,211.069382,236.006711,33.895557,-64.577397,0.000000,4.947560
0.020000,281.693518,210.420777,236.671706,32.604009,-64.577397,-0.000000,4.922084
0.020000,281.819132,209.794101,237.310871,31.312461,-64.577397,0.000000,4.898487
0.020000,281.925987,209.190159,237.924205,30.020913,-64.577397,0.000000,4.876659
0.020000,282.016177,208.609633,238.511708,28.729365,-64.577397,0.000000,4.856491
0.020000,282.091628,208.053058,239.073380,27.437817,-64.577397,0.000000,4.837876
0.020000,282.154101,207.520882,239.609220,26.146270,-64.577397,0.000000,4.820713
0.020000,282.205209,207.013435,240.119230,24.854722,-64.577397,0.000000,4.804904
0.020000,282.246414,206.531025,240.603409,23.563174,-64.577397,0.000000,4.790362
0.020000,282.279049,206.073832,241.061757,22.271626,-64.577397,0.000000,4.777002
0.020000,282.304317,205.642067,241.494274,20.980078,-64.577397,-0.000000,4.764748
